0,1,2,3
Rapid Wien (1st),Anderlecht (1st),CDNA Sofia (1st),Slovan UNV Bratislava (1st)
AGF (1st),Manchester United (1st),Nice (1st),Budapest Honvéd (1st)
Fiorentina (1st),Spora Luxembourg (1st),Rapid JC (1st),CWKS Warsaw (1st)
Porto (1st),Dinamo București (1st),Rangers (1st),Athletic Bilbao (1st)
Real Madrid (3rd)TH,IFK Norrköping (1st),Grasshopper (1st),Galatasaray (1st)[a]
Borussia Dortmund (1st),Red Star Belgrade (1st),,
