0,1,2,3
Wiener Sport-Club (1st),Anderlecht (1st),CDNA Sofia (1st),Červená Hviezda Bratislava (1st)
Boldklubben 1909 (1st),Vorwärts Berlin (1st),Wolverhampton Wanderers (1st),Kuopion Palloseura (1st)
Nice (1st),Olympiacos (1st),Csepel (1st),Milan (1st)
Jeunesse Esch (1st),Sparta Rotterdam (1st),Linfield (1st),ŁKS Łódź (8th)
Porto (1st),Shamrock Rovers (1st),Petrolul Ploiești (1st),Rangers (1st)
Barcelona (1st),Real Madrid (2nd)TH,IFK Göteborg (1st),Young Boys (1st)
Fenerbahçe (1st),Eintracht Frankfurt (1st),Red Star Belgrade (1st),
