0,1,2,3
Wiener Sport-Club (1st),Standard Liège (1st),CDNA Sofia (1st),Dukla Prague (1st)
KB (5th),Wismut Karl-Marx-Stadt (1st),Wolverhampton Wanderers (1st),Manchester United (9th)
Helsingin Palloseura (1st),Reims (1st),Olympiacos (1st),MTK (1st)
Juventus (1st),Jeunesse Esch (1st),VV DOS (1st),Ards (1st)
Polonia Bytom (2nd),Sporting CP (1st),Drumcondra (1st),Petrolul Ploiești (1st)
Heart of Midlothian (1st),Real Madrid (1st)TH,Atlético Madrid (2nd),IFK Göteborg (1st)
Young Boys (1st),Beşiktaş (1st),Schalke 04 (1st),NK Dinamo Zagreb (1st)
