0,1,2,3
Dinamo Tirana (1st),Austria Wien (1st),Anderlecht (1st),Beroe (1st)
APOEL (1st),Vítkovice (1st),Brøndby (1st),HJK (1st)
Paris Saint-Germain (1st),BFC Dynamo (1st),Bayern Munich (1st),Panathinaikos (1st)
Budapesti Honvéd (1st),Valur (1st),Shamrock Rovers (1st),Juventus (1st)
Avenir Beggen (1st),Rabat Ajax (1st),PSV Eindhoven (1st),Linfield (1st)
Rosenborg (1st),Górnik Zabrze (1st),Porto (1st),Steaua București (1st)TH
Celtic (1st),Real Madrid (1st),Örgryte (1st),Young Boys (1st)
Beşiktaş (1st),Dynamo Kyiv (1st),Red Star Belgrade (2nd),
