0,1,2,3
Labinoti (1st),Austria Wien (1st),Beveren (1st),Levski-Spartak (1st)
Omonia (1st),Sparta Praha (1st),Lyngby (1st),Liverpool (1st)TH
Ilves (1st),Bordeaux (1st),BFC Dynamo (1st),VfB Stuttgart (1st)
Panathinaikos (1st),Budapesti Honvéd (1st),ÍA (1st),Shamrock Rovers (1st)
Juventus (1st),Avenir Beggen (1st),Valletta (1st),Feyenoord (1st)
Linfield (1st),Vålerenga (1st),Lech Poznań (1st),Benfica (1st)
Dinamo București (1st),Aberdeen (1st),Athletic Bilbao (1st),Gothenburg (1st)
Grasshopper (1st),Trabzonspor (1st),Dnipro Dnipropetrovsk (1st),Red Star Belgrade (1st)
